inspection_id,dba_name,facility_type,risk,address,zip,inspection_date,inspection_type,results,latitude,longitude
2615380,CAPTAIN HOOKS FISH & CHICKEN/FIREHOUSE GRILL,Restaurant,Risk 1 (High),5648 W ROOSEVELT,60644,2025-04-08,Canvass,Pass,41.86567851033532,-87.76633113301574
2615323,FAMILY FOCUS,Children's Services Facility,Risk 1 (High),5467 S UNIVERSITY AVE,60615,2025-04-08,Canvass,Pass,41.79612995442628,-87.597957623321
2615372,GREEK PRIME,Restaurant,Risk 1 (High),901-903 W 35TH ST,60609,2025-04-08,Canvass,Pass w/ Conditions,41.830619546460845,-87.64775315527635
2615341,MiMi's Tacos And French Fries,Restaurant,Risk 1 (High),1352 W TAYLOR ST,60607,2025-04-08,Canvass Re-Inspection,Pass,41.86945393993995,-87.66133829204541
2615308,CIELO'S CANTINA,Restaurant,Risk 1 (High),5700 S CICERO AVE,60638,2025-04-08,Canvass,Pass,41.789329323265385,-87.74164564419637
2615318,WENDY'S #11743,Restaurant,Risk 1 (High),145 S WESTERN AVE,60612,2025-04-08,Complaint,Fail,41.878944004213835,-87.68622682716615
2615358,SUPAROSSA,Restaurant,Risk 1 (High),4250 N CENTRAL AVE,60634,2025-04-08,Canvass,Pass w/ Conditions,41.95837384588684,-87.76732076240101
2615310,REILLY'S DAUGHTER IRISH PUB,Restaurant,Risk 1 (High),5700 S CICERO AVE,60638,2025-04-08,Canvass,Fail,41.789329323265385,-87.74164564419637
2615307,SUBWAY,Restaurant,Risk 1 (High),5630 W ROOSEVELT RD,60644,2025-04-08,Canvass,Pass,41.86568627741837,-87.76566985156941
2615356,JASON'S DELI,Restaurant,Risk 1 (High),1258 S CANAL ST,60607,2025-04-08,Canvass,Pass,41.86565118211974,-87.63934463078186
2615296,DUNKIN DONUTS,Restaurant,Risk 2 (Medium),5700 S CICERO AVE,60638,2025-04-08,Canvass,Pass,41.789329323265385,-87.74164564419637
2615360,FONSECA NUTRISIION,HERBALIFE,Risk 2 (Medium),2637-2639 W 51ST ST,60632,2025-04-08,Canvass,Fail,41.800936631473,-87.69056582155538
2615324,ST. CONSTANCE ELEMENTARY SCHOOL,School,Risk 1 (High),5841 W STRONG,60630,2025-04-08,Canvass,Pass,41.970175532686525,-87.77509944904432
2615326,HOTEL CHOCOLAT INC.,Restaurant,Risk 2 (Medium),900-902 W ARMITAGE AVE,60614,2025-04-08,License,Pass w/ Conditions,41.91825204962904,-87.65100156848021
2615293,"TONY'S FINER FOODS ENTERPRISES, INC.",Grocery Store,Risk 1 (High),4608 W BELMONT AVE,60641,2025-04-08,Canvass,Pass,41.93899382433603,-87.74269898946716
2615327,EXPLORA LEARNING CENTER 1,Children's Services Facility,Risk 1 (High),5859 W IRVING PARK RD,60634,2025-04-08,Canvass Re-Inspection,Pass,41.95297725706599,-87.77426497520248
2615346,MR B'S INC,Restaurant,Risk 1 (High),4242 N CENTRAL AVE,60634,2025-04-08,Canvass,Pass,41.95813969935245,-87.7673124325715
2615298,THE BANDIT,Restaurant,Risk 1 (High),841-843 W RANDOLPH FL,60607,2025-04-08,Canvass,Pass w/ Conditions,41.88427122892852,-87.6490087243122
2615365,DELUXE GLOBAL MARKET INC.,Grocery Store,Risk 1 (High),6332 W HIGGINS AVE,60630,2025-04-08,Canvass,Pass w/ Conditions,41.975984046656386,-87.78656131042733
2615300,ANDERSONVILLE MONTESSORI,Children's Services Facility,Risk 1 (High),5050 N Broadway,60640,2025-04-08,Canvass Re-Inspection,Pass,41.974129526102715,-87.6599553011627
2615364,BACCI CAFE AND PIZZERIA ON MILWAUKEE AVE. INC.,Restaurant,Risk 1 (High),4367 N MILWAUKEE AVE,60641,2025-04-08,Short Form Complaint,Fail,41.96055088007665,-87.7542307472157
2615295,RJ GRUNTS,Restaurant,Risk 1 (High),5700 S CICERO AVE,60638,2025-04-08,Canvass,Fail,41.789329323265385,-87.74164564419637
2615382,NO SAUCE SMOKING BBQ,Restaurant,Risk 1 (High),133 E 75TH ST,60619,2025-04-08,Canvass,Pass,41.75820844474927,-87.62008844011588
2615359,CLUB LUCKY INC,Restaurant,Risk 1 (High),1822-24 W WABANSIA AVE,60622,2025-04-08,Canvass,Fail,41.91247698463728,-87.67361846778101
2615226,Sherman,School,Risk 1 (High),1000 W 52nd St (5200S),60609,2025-04-07,Canvass,Pass,41.79978771903142,-87.65025482783079
2615237,DICOLA SEAFOOD,Restaurant,Risk 1 (High),10754 S WESTERN AVE,60643,2025-04-07,Canvass,Pass,41.69741799031214,-87.68147946888334
2615279,POPEYE'S #864,Restaurant,Risk 1 (High),8732 S STONY ISLAND AVE,60617,2025-04-07,Canvass,Pass w/ Conditions,41.73591610860575,-87.58577277880867
2615234,TIO LUIS TACOS AND CAFE,Restaurant,Risk 1 (High),3856 S ARCHER AVE,60632,2025-04-07,Canvass Re-Inspection,Pass,41.82347496793935,-87.68918179383392
2615236,"JOLA & HETMAN DELI, LTD.",Grocery Store,Risk 1 (High),5513 W BELMONT AVE,60641,2025-04-07,Canvass Re-Inspection,Pass,41.93848955137405,-87.76457722521602
2615258,FOOD EXPRESS RESTAURANT,Restaurant,Risk 1 (High),3851 S MICHIGAN AVE,60653,2025-04-07,Canvass,Pass,41.824042753773746,-87.62294655194275
2615215,REEMY'S FOOD MARKET & TOBACCO,Grocery Store,Risk 1 (High),1548 W MARQUETTE RD,60636,2025-04-07,Canvass Re-Inspection,Pass,41.7723096322429,-87.66354032424076
2615227,HLCDC DEVELOPMENT #2,Children's Services Facility,Risk 1 (High),4650 W MADISON ST,60644,2025-04-07,Canvass Re-Inspection,Pass,41.88064378804554,-87.7421719266432
2615238,DURKIN PARK ANNEX,School,Risk 1 (High),4303 W 84TH ST,60652,2025-04-07,Canvass,Pass,41.74011072160567,-87.72904279229309
2615277,LAS TOXICAS #2,Restaurant,Risk 1 (High),4145 W 47TH ST,60632,2025-04-07,Canvass,Pass,41.80770892465492,-87.72782149734209
2615262,CENTRAL GYROS CORP,Restaurant,Risk 1 (High),3127 N CENTRAL AVE,60634,2025-04-07,Canvass,Pass,41.93758152034964,-87.76631489179631
2615273,TAQUERIA LOS MOLCAJETES,Restaurant,Risk 1 (High),1729 N CICERO AVE,60639,2025-04-07,Canvass,Pass w/ Conditions,41.91233128070664,-87.74579209447246
2615290,BROWN BAG SEAFOOD CO.,Restaurant,Risk 1 (High),3400 N LINCOLN AVE,60657,2025-04-07,Complaint,Pass,41.94330292584782,-87.67135515305324
2615233,BIRRIERIA OCOTLAN,Restaurant,Risk 1 (High),8726 S COMMERCIAL AVE,60617,2025-04-07,Canvass Re-Inspection,Pass,41.73655088235199,-87.55155814958718
2615232,ST. ROBERT BELLARMINE,School,Risk 1 (High),6036 W EASTWOOD,60630,2025-04-07,Canvass,Pass,41.96486565617353,-87.77868958463064
2615211,DePriest Elementary,School,Risk 1 (High),139 S Parkside AVE,60644,2025-04-07,Canvass Re-Inspection,Pass,41.87799914080019,-87.76626149862986
2615201,PETE'S MARKET #3,Grocery Store,Risk 1 (High),4343 S PULASKI RD,60632,2025-04-07,Complaint,Fail,41.81391431134689,-87.7236649419466
2615222,Nettelhorst Elementary,School,Risk 1 (High),3252 N Broadway (600W),60657,2025-04-07,Canvass Re-Inspection,Pass,41.94162999155697,-87.64459775783348
2615214,LAO PENG YOU LLC,Restaurant,Risk 1 (High),2020 W CHICAGO,60622,2025-04-07,Complaint,Pass,41.896004699879654,-87.6779378973854
2615230,MCDONALD'S,Restaurant,Risk 2 (Medium),23 N WESTERN AVE,60612,2025-04-07,Complaint,Pass,41.881914460121365,-87.6863038518981
2615213,RECLAIMED BAR AND RESTAURANT,Restaurant,Risk 1 (High),3655 N WESTERN AVE,60618,2025-04-07,Canvass Re-Inspection,Pass,41.948345864607994,-87.6881554885054
2615202,ADLER SCHOOLS INC,Children's Services Facility,Risk 1 (High),3880 N MILWAUKEE AVE FL 2,60641,2025-04-07,License,Pass,41.95132864225996,-87.74414622777135
2615208,DURKIN ELEMENTARY,School,Risk 1 (High),8445 S Kolin,60652,2025-04-07,Canvass,Pass,41.73886352135925,-87.7299192666821
2615239,TACO BELL,Restaurant,Risk 1 (High),2407-2409 N CLARK ST,60614,2025-04-07,License,Pass,41.9258486693418,-87.64048641715421
2615224,NEW PEARL'S PLACE RESTAURANT,Restaurant,Risk 1 (High),3901 S MICHIGAN AVE,60653,2025-04-07,Canvass,Pass,41.82364931821311,-87.62302379163799
2615206,Vanderpoel Magnet,School,Risk 1 (High),9510 S Prospect (1700W),60643,2025-04-07,Canvass,Fail,41.720781521886025,-87.66558525674999
2615263,POPEYES LOUISIANA KITCHEN,Restaurant,Risk 1 (High),1251 S HALSTED ST,60607,2025-04-07,Canvass,Pass,41.86566497887133,-87.64672597711957
2615249,CHILDREN'S LEARNING PLACE,Children's Services Facility,Risk 1 (High),3532 N HALSTED ST,60657,2025-04-07,License,Pass,41.94641497610327,-87.64960508860683
2615241,CAFE TOLA I,Restaurant,Risk 1 (High),3612 N SOUTHPORT AVE,60613,2025-04-07,Canvass Re-Inspection,Pass,41.947496136751546,-87.66417317539015
2615288,TAQUERIA VARITAS,Restaurant,Risk 1 (High),700 E 47TH ST,60653,2025-04-07,Canvass,Pass,41.80960925369593,-87.6089291095637
2615221,Prescott Elementary,School,Risk 1 (High),1632 W Wrightwood (2600N),60614,2025-04-07,Canvass Re-Inspection,Fail,41.9288682445643,-87.66955244695926
2615289,CHIPOTLE MEXICAN GRILL #3433,Restaurant,Risk 1 (High),1017 W ADDISON ST,60613,2025-04-07,Canvass Re-Inspection,Pass,41.947122592189345,-87.65506631884556
2615269,"CALABRIA IMPORTS, INC.",Restaurant,Risk 1 (High),1905 W 103RD ST,60643,2025-04-07,Canvass,Pass,41.70647332453693,-87.66935498846195
2615257,TACO BELL #2513,Restaurant,Risk 1 (High),6944 W ARCHER AVE,60638,2025-04-07,Canvass,Fail,41.79218559796885,-87.79580846844716
2615260,LUCKY TRENDY SUSHI,Restaurant,Risk 1 (High),2735 N MILWAUKEE AVE,60647,2025-04-07,License,Fail,41.93096908810037,-87.71028632230771
2615231,THE LAWN BREAKFAST BAR,Restaurant,Risk 1 (High),6652 S LANGLEY AVE,60637,2025-04-07,Canvass,Pass,41.77335694617281,-87.60837592192954
2615252,SUPERMERCADO LA TORTILLA,Grocery Store,Risk 1 (High),5915-5919 S WESTERN AVE,60636,2025-04-07,Canvass,Fail,41.78606405492386,-87.68367354236314
2615255,NAGUARA AREPAS & SUPERMARKET,Grocery Store,Risk 1 (High),3434-3440 W MONTROSE AVE,60618,2025-04-07,Complaint,Pass,41.96122090226832,-87.7145844935118
2615283,JETS PIZZA,Restaurant,Risk 2 (Medium),749 W 31ST ST,60616,2025-04-07,License,Not Ready,41.837941251985534,-87.64579539488027
2615212,QUE BUENO 312,Restaurant,Risk 1 (High),5059 W DIVERSEY AVE,60639,2025-04-07,Canvass,Fail,41.931325649974134,-87.7538350532785
2615235,YALE APARTMENT,Golden Diner,Risk 1 (High),6401 S YALE,60621,2025-04-07,Canvass,Pass,41.77806052381353,-87.63164178930201
2615282,POPEYE'S LOUISIANA KITCHEN,Restaurant,Risk 1 (High),7250 S WESTERN AVE,60636,2025-04-07,Complaint,Pass w/ Conditions,41.761368557146056,-87.68329737623583
2615271,ASIA BUFFET AND GRILL,Restaurant,Risk 1 (High),8059 S CICERO AVE,60652,2025-04-07,Complaint,Fail,41.74597828184761,-87.74109990445396
2615253,DE ARCOS PIZZA & RESTAURANT,Restaurant,Risk 1 (High),2832 E 87TH ST,60617,2025-04-07,Canvass,Pass,41.737446792721215,-87.55503911795913
2615210,BURNHAM MATH AND SCIENCE ACADEMY,School,Risk 1 (High),9928 S CRANDON AVE FL,60617,2025-04-07,Canvass,Fail,41.71440176347309,-87.56716721220778
2615190,SABRI NIHARI,Restaurant,Risk 1 (High),2500-2502 W DEVON AVE,60659,2025-04-04,Complaint,Fail,41.99779705677235,-87.69238861949636
2615139,CUDDLE CARE,Daycare Above and Under 2 Years,Risk 1 (High),4800 S LAKE PARK AVE,60615,2025-04-04,Canvass,Pass w/ Conditions,41.80792179224785,-87.5906931090992
2615129,White,School,Risk 1 (High),1136 W 122nd St (12200S),60643,2025-04-04,Canvass,Pass,41.67233661078134,-87.65055320582842
2615178,BUONA,Restaurant,Risk 1 (High),10637 S WESTERN AVE,60643,2025-04-04,Canvass,Pass,41.69979669281655,-87.68126405077864
2615141,Whistler,School,Risk 1 (High),11533 S Ada (1332W),60643,2025-04-04,Canvass,Pass,41.683911369368175,-87.65534732921708
2615133,OPEN SPACE EARLY LEARNING CENTER,Children's Services Facility,Risk 1 (High),4846 N CLARK ST,60640,2025-04-04,License,Pass,41.97029668758989,-87.66780790957334
2615185,ORIGINAL HALSTED MAXWELL STREET POLISH,Restaurant,Risk 1 (High),11656 S HALSTED ST,60628,2025-04-04,Canvass,Pass,41.681528364589646,-87.6421794762849
2615142,SUBWAY,Restaurant,Risk 1 (High),1300 N ASHLAND AVE,60622,2025-04-04,Canvass,Pass w/ Conditions,41.905131758861906,-87.66768922073551
2615153,ELAINE S CHOP SUEY,Restaurant,Risk 1 (High),4512 S DAMEN AVE,60609,2025-04-04,License,Pass,41.8105070967972,-87.67531163872825
2615143,MONTGOMERY PLACE,Long Term Care,Risk 1 (High),5550 S SHORE DR,60637,2025-04-04,Canvass Re-Inspection,Pass,41.79379656505063,-87.58056290147832
2615169,KIKUYA RESTAURANT,Restaurant,Risk 1 (High),1601 E 55TH ST,60615,2025-04-04,Canvass,Pass,41.79507541601845,-87.58752073558598
2615145,CLARENDALE SIX CORNERS,Long Term Care,Risk 1 (High),4715 W IRVING PARK RD,60641,2025-04-04,Canvass,Pass,41.95332945388426,-87.74613600967054
2615137,"PRINCETON REHABILITATION & HEALTH CARE, INC",Long Term Care,Risk 1 (High),255 W 69TH ST,60621,2025-04-04,Canvass Re-Inspection,Pass w/ Conditions,41.768929872013416,-87.63208346917341
2615168,DOLLAR GENERAL STORE #25059,Grocery Store,Risk 3 (Low),1425 E 71ST ST,60619,2025-04-04,License,Fail,41.76585967052067,-87.59001488471206
2615158,ARAMARK @ LOYOLA DENOBILI,Restaurant,Risk 1 (High),6350 N KENMORE AVE,60660,2025-04-04,Complaint,Fail,41.99790804234051,-87.6572011479441
2615154,MAYFAIR EARLY LEARNING,Children's Services Facility,Risk 1 (High),4719 N PULASKI RD,60630,2025-04-04,Canvass,Pass,41.966991428127784,-87.72784541288395
2615136,Hamline Branch,School,Risk 1 (High),1548 W 48TH ST,60609,2025-04-04,Canvass,Pass,41.80689722922238,-87.6644979255845
2615134,BANGES,Shared Kitchen User (Long Term),Risk 1 (High),7312 S ASHLAND AVE HS,60636,2025-04-04,Canvass,Pass,41.76087195508862,-87.66382617505747
2615188,TACO PROS,Restaurant,Risk 1 (High),7108 S WESTERN AVE,60636,2025-04-04,Canvass,Fail,41.764382281173226,-87.68338148169377
2615187,MOONBOWLS,Restaurant,Risk 1 (High),2464 N CLARK ST,60614,2025-04-04,Complaint,Fail,41.927151434559896,-87.64157936056027
2615144,RICAS NIEVES ESTILO ACAPULCO,Shared Kitchen User (Long Term),Risk 2 (Medium),5624 S TROY ST,60629,2025-04-04,Canvass,Pass,41.79094982101562,-87.70240761659235
2615149,PETE'S PIZZERIA,Restaurant,Risk 1 (High),5845-5849 W MONTROSE AVE,60634,2025-04-04,Canvass,Pass,41.960284231502094,-87.77396125248593
2615171,TAQUERIA ATOTONILCO #1,Restaurant,Risk 1 (High),3916 W 26TH ST,60623,2025-04-04,Canvass,Fail,41.84438460355549,-87.72290643787672
2615150,CAMBDEN FOODS CO.,Restaurant,Risk 1 (High),5700 S CICERO AVE,60638,2025-04-04,Canvass,Pass,41.789329323265385,-87.74164564419637
2615181,POKE BOWL CO,Restaurant,Risk 1 (High),1550 N KINGSBURY ST,60642,2025-04-04,Canvass,Pass,41.90939878780941,-87.65305069789407
2615126,AUTUMN GREEN AT WRIGHT CAMPUS,Long Term Care,Risk 1 (High),4239 N OAK PARK AVE,60634,2025-04-04,Canvass,Pass w/ Conditions,41.95769221146845,-87.79754403338008
2615198,MCDONALD'S,Restaurant,Risk 2 (Medium),70 E GARFIELD BLVD,60615,2025-04-04,Short Form Complaint,Pass,41.79479402426513,-87.62291510355041
2615135,Harlan Comm.,School,Risk 1 (High),9652 S Michigan (100E),60628,2025-04-04,Canvass,Fail,41.71840075227976,-87.62066069121764
2615193,VINIS PIZZA,Restaurant,Risk 1 (High),4009 W LAWRENCE AVE,60630,2025-04-04,Canvass,Pass,41.96812752502552,-87.72842822449891
2615186,EL POLLO REAL INC,Restaurant,Risk 1 (High),6330 S PULASKI RD,60629,2025-04-04,Canvass,Pass,41.77768461403218,-87.72288294447827
2615167,T & C GROCERY MARKET 1 INC.,Grocery Store,Risk 3 (Low),4754 N BERNARD ST,60625,2025-04-04,Complaint,Fail,41.968182053062,-87.7147280450969
2615163,LA MICHOACANA Y YO,Restaurant,Risk 1 (High),5137 W DIVERSEY AVE,60639,2025-04-04,Canvass,Fail,41.93130325036619,-87.75545484602658
2615176,WHOLE FOODS MARKET,Grocery Store,Risk 1 (High),1550 N KINGSBURY ST,60642,2025-04-04,Complaint,Pass,41.90939878780941,-87.65305069789407
2615322,94 FOOD AND TOBACCO,Grocery Store,Risk 3 (Low),7057 S WENTWORTH AVE,60621,2025-04-04,License,Pass,41.76558499535888,-87.6296287798632
2615164,ELAINE'S CHOP SUEY 1,Restaurant,Risk 1 (High),4512 S DAMEN AVE,60609,2025-04-04,Canvass,Out of Business,41.8105070967972,-87.67531163872825
2615170,LEE ELEMENTARY,School,Risk 1 (High),6448 S Tripp (4232W),60629,2025-04-04,Canvass,Pass,41.775328312329904,-87.72892174006991
2615174,JEFF'S RED HOTS,Restaurant,Risk 1 (High),3901 N CICERO AVE,60641,2025-04-04,Canvass,Pass,41.95161875662041,-87.7471207715993
2615155,PORKCHOP/BIG & LITTLE'S,Restaurant,Risk 1 (High),5700 S CICERO AVE,60638,2025-04-04,Canvass,Pass,41.789329323265385,-87.74164564419637
2615156,HOME RUN INN,Restaurant,Risk 1 (High),5700 S CICERO AVE,60638,2025-04-04,Canvass,Pass,41.789329323265385,-87.74164564419637
2615182,PANDA EXPRESS #3878,Restaurant,Risk 1 (High),3358 W LAWRENCE AVE,60625,2025-04-04,License,Fail,41.968511054386354,-87.71330376345138
2615152,LITTLE CAESARS PIZZA,Restaurant,Risk 2 (Medium),6940 S ASHLAND AVE,60636,2025-04-04,Complaint,Pass w/ Conditions,41.767328200940014,-87.66400242735763
2615175,HANGRY'S,Restaurant,Risk 1 (High),5000 W FULLERTON AVE,60639,2025-04-04,Canvass,Pass,41.92428350375965,-87.75135196372442
2615200,TOAST MEXICAN CUISINE,Restaurant,Risk 3 (Low),2235-2253 S PULASKI RD,60623,2025-04-04,License,Fail,41.85040307491874,-87.72458117056337
2615122,POPE JOHN PAUL CATHOLIC,School,Risk 1 (High),4325 S RICHMOND ST,60632,2025-04-04,Canvass,Pass,41.81472363423928,-87.69794253337163
2615159,F0 GROUP LLC,Grocery Store,Risk 2 (Medium),30 N LA SALLE ST,60602,2025-04-04,License,Not Ready,41.88269466861121,-87.63253142666058
2615189,ASPERION CARE INTERNATIONAL,Long Term Care,Risk 1 (High),4815 S WESTERN BLVD,60609,2025-04-04,Canvass,Pass w/ Conditions,41.80607834471658,-87.68365001390913
2615131,SOUTHWOOD INTERVENTIONS,Restaurant,Risk 1 (High),5701 S WOOD ST,60636,2025-04-04,Canvass Re-Inspection,Pass,41.79024341786955,-87.66919580810715
2615123,CLARENDALE SIX CORNERS,Long Term Care,Risk 1 (High),4715 W IRVING PARK RD,60641,2025-04-04,Canvass,Pass,41.95332945388426,-87.74613600967054
2615184,SUBWAY,Restaurant,Risk 1 (High),4406 S PULASKI RD,60632,2025-04-04,Canvass,Pass w/ Conditions,41.81310105112748,-87.72392832288558
2615199,TACO AND BURRITO EXPRESS #3,Restaurant,Risk 1 (High),1512 N ASHLAND AVE,60622,2025-04-04,Canvass,Fail,41.9091477070187,-87.66779605778306
2615166,KENYATTA'S DAYCARE,Daycare Above and Under 2 Years,Risk 1 (High),2334 E 75TH ST,60649,2025-04-04,License,Pass,41.75908547586528,-87.56744784945764
2615179,LATIN PATIO,Restaurant,Risk 1 (High),3113-3115 N CENTRAL AVE,60634,2025-04-04,Canvass Re-Inspection,Pass,41.93718565762282,-87.76630216275782
2615196,TOAST MEXICAN CUISINE,Restaurant,Risk 1 (High),2235-2253 S PULASKI RD,60623,2025-04-04,Canvass,Fail,41.85040307491874,-87.72458117056337
2615125,Crumbl Brickyard Chicago,Bakery,Risk 2 (Medium),2650 N NARRAGANSETT AVE,60639,2025-04-04,License Re-Inspection,Pass,41.92884722332376,-87.78578101920121
2615151,ROSELAND SENIOR SATELLITE CENTER,Golden Diner,Risk 1 (High),10426 S MICHIGAN AVE,60628,2025-04-04,Canvass,Pass,41.70460868112854,-87.6207129341579
2615147,HEART OF MIDDLE EAST MART INC.,Grocery Store,Risk 3 (Low),3526 N HALSTED ST,60657,2025-04-04,License,Pass,41.94621322767835,-87.6495991200709
2615023,COLUMBUS MANOR RESIDENTIAL CARE & HOME,Long Term Care,Risk 1 (High),5107-5121 W JACKSON BLVD,60644,2025-04-03,Canvass,Fail,41.87656421743353,-87.75374480570642
2615090,THE GREAT AMERICAN BAGEL,Restaurant,Risk 1 (High),1154 W MADISON ST,60607,2025-04-03,Canvass,Pass,41.88173703022226,-87.65654694665614
2615052,WALDO COONEY,Restaurant,Risk 1 (High),3651 E 106TH ST,60617,2025-04-03,Canvass Re-Inspection,Pass,41.70262024867653,-87.53447529478524
2615116,CASA MADAI,Restaurant,Risk 1 (High),2023 S RACINE AVE,60608,2025-04-03,Canvass Re-Inspection,Pass,41.85442964724037,-87.65617720487435
2615027,SUB WAY,Restaurant,Risk 1 (High),1505 E 87TH ST,60619,2025-04-03,Canvass,Pass,41.73677276334606,-87.5878032072112
2615037,STEPPING STONES NURSERY SCHOOL,Children's Services Facility,Risk 1 (High),5910-5912 W MONTROSE AVE,60634,2025-04-03,Canvass,Out of Business,41.96048824521629,-87.77503159502413
2615061,GYURO RAMEN LLC,Restaurant,Risk 1 (High),171 N ABERDEEN ST,60607,2025-04-03,Canvass,Pass,41.88514498935212,-87.65431536717279
2615089,EL TATA,Restaurant,Risk 2 (Medium),2942 W 63RD ST,60629,2025-04-03,Canvass,Out of Business,41.77916513638397,-87.69753256699866
2615051,HUBBARD INN,Restaurant,Risk 1 (High),5700 S CICERO AVE,60638,2025-04-03,Canvass,Pass,41.789329323265385,-87.74164564419637
2615111,SEASHELL RESTAURANTS,Restaurant,Risk 1 (High),601 E 79TH ST,60619,2025-04-03,Complaint,Fail,41.75109065365,-87.61001847700093
2615100,MOE'S FOOD & DELI INC.,Grocery Store,Risk 1 (High),3959 W ROOSEVELT RD,60624,2025-04-03,Canvass,Pass,41.86606326069917,-87.72510651648437
2615088,MAC'S AMERICAN FOOD,Restaurant,Risk 1 (High),1801 W DIVISION ST,60622,2025-04-03,Canvass,Fail,41.90315615397302,-87.67242231949352
2615014,UPRISING THEATER,Restaurant,Risk 2 (Medium),2905 N MILWAUKEE AVE,60618,2025-04-03,License,Fail,41.9341060540043,-87.71543193848767
2615030,"TAQUERIA 4 HERMANOS CORP.,",Restaurant,Risk 1 (High),2820 W 55TH ST,60632,2025-04-03,Canvass Re-Inspection,Pass,41.79378362283587,-87.69477733434333
2615058,WEI  DAO CHENG DOU,Restaurant,Risk 1 (High),2105 S JEFFERSON ST,60616,2025-04-03,License Re-Inspection,Pass,41.85407103506335,-87.64160034330095
2615078,DAMIRA,Restaurant,Risk 3 (Low),14 W SUPERIOR ST,60654,2025-04-03,License,Pass,41.8957812748777,-87.62875796343248
2615086,Avenida Peru Co.,Restaurant,Risk 1 (High),3131 N CENTRAL AVE,60634,2025-04-03,Canvass Re-Inspection,Pass,41.93769482064946,-87.76631878609123
2615074,LA GUERA RESTAURANT,Restaurant,Risk 1 (High),3614 E 106TH ST,60617,2025-04-03,Canvass,Pass,41.702845543419045,-87.53584559419713
2615042,SPF,Restaurant,Risk 3 (Low),2121 N CLYBOURN AVE,60614,2025-04-03,License,Pass,41.91989968396778,-87.66180553636595
2615043,CERMAK FRESH MARKET,Grocery Store,Risk 1 (High),4000 W DIVERSEY AVE,60639,2025-04-03,Complaint Re-Inspection,Pass,41.9318977231462,-87.72710503045386
2615022,CLARK SKILLED NURSING FACILITY LLC,Long Term Care,Risk 1 (High),7433 N CLARK ST,60626,2025-04-03,Canvass Re-Inspection,Pass,42.01687217660203,-87.67520868254147
2615008,BURGUNDY RESTAURANT INC,Restaurant,Risk 1 (High),5959 W IRVING PARK RD,60634,2025-04-03,Canvass Re-Inspection,Pass,41.95294850745443,-87.77670733646386
2615064,TAQUERIA EL REY DEL TACO FASHION 1676 INC,Restaurant,Risk 1 (High),1676 W OGDEN AVE,60612,2025-04-03,Complaint Re-Inspection,Pass,41.87920455469126,-87.6689949114057
2615083,NEIGHBORHOOD DELI-GROC,Grocery Store,Risk 1 (High),9001-9003 S ASHLAND AVE,60620,2025-04-03,Canvass,Pass,41.73020933933295,-87.66275368298845
2615115,LE PIANO,Restaurant,Risk 1 (High),6970-6972 N GLENWOOD AVE,60626,2025-04-03,Canvass Re-Inspection,Pass,42.008813688990735,-87.66635391877986
2615063,PEPE'S MEXICAN RESTAURANT,Restaurant,Risk 1 (High),131 E 79TH ST,60619,2025-04-03,Canvass Re-Inspection,Pass,41.75092109529809,-87.61993681854683
2615076,LA MICHOACANA ICE CREAM SHOP 4,Restaurant,Risk 1 (High),4614 W DIVERSEY AVE,60639,2025-04-03,Canvass,Fail,41.93169646610892,-87.74254645501154
2615053,"SUITE LITTLE FEET, INC",Children's Services Facility,Risk 1 (High),1439-1443 W 79TH ST,60620,2025-04-03,License,Pass,41.75029410682501,-87.66009229223869
2615119,HANDY SPOT,Grocery Store,Risk 3 (Low),200 E 35TH ST,60616,2025-04-03,License Re-Inspection,Pass w/ Conditions,41.831169482324235,-87.62170520883589
2615055,POZOLERIA IGUALA IN CHICAGO #2 INC,Restaurant,Risk 1 (High),6600 S KEDZIE AVE,60629,2025-04-03,Canvass,Pass,41.77345338841992,-87.70315683459593
2615016,"KW FOOD MART,INC.",Grocery Store,Risk 1 (High),9249-9253 S HALSTED ST,60620,2025-04-03,Canvass Re-Inspection,Pass,41.72548742917202,-87.64317359128398
2615013,LA CEBOLLITA GRILL,Restaurant,Risk 1 (High),2632 W 71ST ST,60629,2025-04-03,Canvass,Pass,41.76470633763237,-87.68942413586026
2615243,VICKY'S,Restaurant,Risk 3 (Low),6632 N CLARK ST,60626,2025-04-03,License,Pass,42.002628232187895,-87.67232835129398
2615094,THALI CORNER,Restaurant,Risk 1 (High),2350 W DEVON AVE,60659,2025-04-03,Complaint,Pass,41.99784774225133,-87.68948695936965
2615018,MORGAN PARK ACADEMY,School,Risk 1 (High),2153 W 111TH ST,60643,2025-04-03,Canvass,Pass,41.69174700423663,-87.67600861865354
2615009,WALMART #5617,Grocery Store,Risk 1 (High),4626 W DIVERSEY AVE,60639,2025-04-03,Canvass Re-Inspection,Pass w/ Conditions,41.931688919351,-87.74301694683085
2615046,TAQUERIA EL CHARO DE SAN FRANCISCO,Restaurant,Risk 1 (High),3655 E 106TH ST,60617,2025-04-03,Canvass,Pass,41.702619232856534,-87.534308773127
2615033,KAYTIE'S KAFE LLC,Restaurant,Risk 1 (High),1811 W HARRISON ST,60612,2025-04-03,License,Pass w/ Conditions,41.87400327428677,-87.6720101808251
