inspection_id,dba_name,facility_type,risk,address,zip,inspection_date,inspection_type,results,latitude,longitude
2615585,AFTER,Food Service,Risk 1 (High),1338 W FULTON ST,60607,2025-04-11,Canvass,Pass,41.88673462188535,-87.66046924136678
2615582,ICCI KIDS CARE,Child or Student Facilities,Risk 1 (High),6425 W BELMONT AVE,60634,2025-04-11,License Re-Inspection,Fail,41.93819213238083,-87.7870145970658
2615632,KRISPY KRUNCHY CHICKEN,Food Service,Risk 1 (High),1840 W PETERSON AVE,60660,2025-04-11,Complaint Re-Inspection,Pass,41.99083406875133,-87.67677172960916
2615618,CHI TOWN GROUP LLC,Retail,Risk 3 (Low),5002 N PULASKI RD,60630,2025-04-11,License,Pass,41.97203103694431,-87.72828227054897
2615607,WEST LOOP MARKET,Retail,Risk 1 (High),1222 W MADISON ST,60607,2025-04-11,Canvass,Pass w/ Conditions,41.88170932781564,-87.65806721526003
2615617,EARLY ACHIEVERS ACADEMY,Child or Student Facilities,Risk 1 (High),450-456 E 83RD ST,60619,2025-04-11,Canvass,Fail,41.74395536398755,-87.61258755560007
2615611,SACRAMENTO THREE BROTHERS,Retail,Risk 1 (High),603 S SACRAMENTO BLVD,60612,2025-04-11,Canvass,Fail,41.87363514754481,-87.70086223773322
2615622,CHI TOWN GROUP LLC,Retail,Risk 3 (Low),5002 N PULASKI RD,60630,2025-04-11,License,Pass,41.97203103694431,-87.72828227054897
2615643,RAZA WEST GYRO,Food Service,Risk 1 (High),754 S WESTERN AVE,60612,2025-04-11,Canvass,Pass,41.87136341003245,-87.68631728625324
2615583,DIVISION QUICK MART,Retail,Risk 3 (Low),5652 W DIVISION ST,60651,2025-04-11,License Re-Inspection,Fail,41.90222162432598,-87.7677718454794
2615663,KINGS SOUL FOOD GALLERY,Food Service,Risk 1 (High),8107 S COTTAGE GROVE AVE,60619,2025-04-11,Canvass,Pass,41.74736814141,-87.60498038232065
2615628,DUNKIN DONUTS,Food Service,Risk 2 (Medium),6435 S CICERO AVE,60638,2025-04-11,Short Form Complaint,Pass w/ Conditions,41.77554914921444,-87.74203314856207
2615778,HARVEST FOOD,Retail,Risk 1 (High),4949 N ELSTON AVE,60630,2025-04-11,Canvass,Out of Business,41.97065139875664,-87.74406124161489
2615589,REINA'S CAKES,Mobile,Risk 3 (Low),1801 N SPAULDING AVE,60647,2025-04-11,License,Pass,41.9138127822228,-87.7100385722094
2615637,TASTY CHICKEN & SALAD FOOD MART,Food Service,Risk 1 (High),159 W 95TH ST,60628,2025-04-11,Canvass,Pass,41.721550830769104,-87.62860242455531
2615597,GWENDOLYN BROOKS PREP,Child or Student Facilities,Risk 1 (High),250 E 111th St (1100S),60628,2025-04-11,Canvass,Pass,41.692789557542376,-87.61638143811511
2615787,7-ELEVEN #33698J,Retail,Risk 2 (Medium),6401 N SHERIDAN RD,60626,2025-04-11,Complaint,Fail,41.99830880638971,-87.65969638325635
2615581,LA CATEDRAL EXPRESS,Food Service,Risk 1 (High),4720 S CALIFORNIA AVE,60632,2025-04-11,Canvass,Pass,41.80763360212086,-87.69433411628155
2615641,THE TAMALE LADY,Food Service,Risk 1 (High),2021 W CERMAK RD,60608,2025-04-11,Canvass,Out of Business,41.85205177702523,-87.67672125249807
2615649,THE BANDIT,Food Service,Risk 1 (High),841-843 W RANDOLPH FL,60607,2025-04-11,Canvass Re-Inspection,Pass,41.88427122892852,-87.6490087243122
2615600,WEST AUSTIN DEVELOPMENT CENTER,Child or Student Facilities,Risk 1 (High),4920 W MADISON ST,60644,2025-04-11,License,Pass,41.88056363756397,-87.74861366933374
2615616,Harlan Comm.,Child or Student Facilities,Risk 1 (High),9652 S Michigan (100E),60628,2025-04-11,Canvass Re-Inspection,Fail,41.71840075227976,-87.62066069121764
2615657,BURP,Food Service,Risk 1 (High),154 W 95TH ST,60628,2025-04-11,Canvass,Pass,41.72177134639195,-87.62843656216967
2615662,LA PALMA SUPERMERCADO,Retail,Risk 1 (High),3927-3929 W 63RD ST,60629,2025-04-11,Short Form Complaint,Pass,41.778567329202176,-87.72141632893818
2615647,CHARTWELLS HIGHER EDUCATION,Food Service,Risk 1 (High),915 E 60TH ST,60637,2025-04-11,Canvass,Pass,41.78579095767523,-87.60374468613567
2615630,POTBELLY SANDWICH WORKS,Food Service,Risk 1 (High),5304 N CLARK ST,60640,2025-04-11,Canvass Re-Inspection,Pass,41.97820526310159,-87.66849069015261
2615671,SALERNO'S,Food Service,Risk 1 (High),1201 W GRAND AVE,60642,2025-04-11,Canvass,Fail,41.89096990066963,-87.65746645551516
2615664,ALEX LA MICHOACANA #1,Food Service,Risk 1 (High),5420 W FULLERTON AVE,60639,2025-04-11,Canvass,Pass w/ Conditions,41.92414130115813,-87.76192142087591
2615584,KIMBERLI SUSHI BAR & THAI CUISINE,Food Service,Risk 1 (High),2547 W LAWRENCE AVE,60625,2025-04-11,Canvass Re-Inspection,Fail,41.96846702189827,-87.69322013455337
2615613,T & C GROCERY MARKET 1 INC.,Retail,Risk 3 (Low),4754 N BERNARD ST,60625,2025-04-11,Complaint Re-Inspection,Pass,41.968182053062,-87.7147280450969
2615667,MOONBOWLS,Food Service,Risk 1 (High),2464 N CLARK ST,60614,2025-04-11,Complaint Re-Inspection,Pass,41.927151434559896,-87.64157936056027
2615629,TACO AND BURRITO EXPRESS #3,Food Service,Risk 1 (High),1512 N ASHLAND AVE,60622,2025-04-11,Canvass Re-Inspection,Pass,41.9091477070187,-87.66779605778306
2615651,TAQUERIA EL COSTENO INC.,Food Service,Risk 1 (High),2007-2009 S DAMEN AVE,60608,2025-04-11,Canvass,Pass,41.85469470170735,-87.67576513516751
2615775,CHI TOWN FOOD & LIQUOR,Retail,Risk 3 (Low),5002 N PULASKI RD,60630,2025-04-11,Canvass,Out of Business,41.97203103694431,-87.72828227054897
2615635,MARATHON GAS,Retail,Risk 3 (Low),3000 W 63RD ST,60629,2025-04-11,Complaint,Pass,41.7791524505009,-87.69833061516842
2615639,WEST TOWN BAKERY & DINER,Food Service,Risk 1 (High),1916-1920 W CHICAGO AVE,60622,2025-04-11,Canvass Re-Inspection,Pass,41.89604872173419,-87.67535123458872
2615777,SENOR PAN CAFE,Food Service,Risk 1 (High),4821 N ELSTON AVE,60630,2025-04-11,Canvass,Out of Business,41.96856245387149,-87.74065931463221
2615606,EVERETT ELEMENTARY,Child or Student Facilities,Risk 1 (High),3419 S Bell (2232W),60608,2025-04-11,Canvass,Fail,41.83154196061845,-87.6812732236404
2615601,UNIVERSITY PARTNERSHIP,Food Service,Risk 1 (High),5640 S ELLIS AVE,60637,2025-04-11,Canvass,Pass,41.79196087387174,-87.60146169258668
2615619,TIMBER LANES,Retail,Risk 3 (Low),1851 W IRVING PARK RD,60613,2025-04-11,License Re-Inspection,Pass,41.954080767134606,-87.67614694113043
2615620,"LEARNING TREE PRESCHOOL AND NURSERY, INC.",Child or Student Facilities,Risk 1 (High),6161 S KEDZIE AVE,60629,2025-04-11,Canvass Re-Inspection,Fail,41.78084306045778,-87.70304248538193
2615640,THE UNIVERSITY OF CHICAGO,Food Service,Risk 1 (High),6031 S ELLIS AVE,60637,2025-04-11,Canvass,Pass,41.7849935307477,-87.60102212143794
2615596,FRUNZE,Food Service,Risk 1 (High),926 W DIVERSEY PKWY,60614,2025-04-11,License,Pass w/ Conditions,41.93277107333041,-87.65250564729659
2615605,ADRIAN'S FRESH MARKET #3 INC,Retail,Risk 1 (High),3640 N CENTRAL AVE,60634,2025-04-11,Canvass,Pass,41.94712645115157,-87.76694702175593
2615644,SEASHELL RESTAURANTS,Food Service,Risk 1 (High),601 E 79TH ST,60619,2025-04-11,Canvass Re-Inspection,Pass,41.75109065365,-87.61001847700093
2615587,CRUMBL ROSCOE VILLAGE CHICAGO,Food Service,Risk 2 (Medium),3340 N WESTERN AVE,60618,2025-04-11,License,Pass,41.94247511559516,-87.6883953852947
2615591,JUANITA'S MEXICAN FOOD,Food Service,Risk 1 (High),2955 W 59TH ST,60629,2025-04-11,Canvass,Pass,41.78622232540957,-87.69823813089072
2615602,TAQUERIA JAMAY,Food Service,Risk 1 (High),2500 W 51ST ST,60632,2025-04-11,Canvass,Fail,41.80122254666395,-87.686745425122
2615608,"WENDY'S PROPERTIES, LLC",Food Service,Risk 1 (High),1623 W DIVISION ST,60622,2025-04-11,Complaint,Pass,41.903221562685445,-87.66848595723334
2615650,QUERREPARIO MEXICAN KITCHEN INC.,Food Service,Risk 1 (High),4151 W 47TH ST,60632,2025-04-11,Canvass,Pass,41.80770599295542,-87.72807483148299
2615631,FRIED RICE EXPRESS,Food Service,Risk 1 (High),7108 W HIGGINS AVE,60656,2025-04-11,Canvass Re-Inspection,Pass,41.98080501735688,-87.80502338256188
2615501,Nino's Heroes Elementary,Child or Student Facilities,Risk 1 (High),8344 S Commercial (3000E),60617,2025-04-10,Canvass,Fail,41.74374968941871,-87.55189813096123
2615560,EN MASSE LLC,Food Service,Risk 1 (High),2021 W FULTON ST,60612,2025-04-10,Canvass,Out of Business,41.88664924684792,-87.67766942610925
2615575,SUBWAY,Food Service,Risk 1 (High),6237 S HALSTED ST,60621,2025-04-10,Canvass,Pass,41.780331089294336,-87.6446543895969
2615494,"COMMUNITY FIRST HEALTHCARE OF ILLINOIS, INC.",Institutional Businesses,Risk 1 (High),5645 W ADDISON ST,60634,2025-04-10,Canvass,Fail,41.94574757468233,-87.7685382793401
2615505,CMM FOOD SERVICES,Food Service,Risk 1 (High),7500 S PULASKI RD,60652,2025-04-10,Canvass,Pass,41.756876394824594,-87.72232173825547
2615497,Sissy's Sandwich,Food Service,Risk 1 (High),3224 W FOSTER AVE,60625,2025-04-10,Canvass Re-Inspection,Pass,41.97584622052377,-87.70968162978451
2615508,LA MICHOACANAS,Food Service,Risk 2 (Medium),3701 W 26th ST,60623,2025-04-10,License,Pass w/ Conditions,41.844239638421165,-87.71729018108152
2615496,New Salazar Bakery,Food Service,Risk 1 (High),4434 W DIVERSEY AVE,60639,2025-04-10,Canvass,Fail,41.93175234570498,-87.73824509512977
2615544,C-DAWG'S BARBEQUE LLC,Food Service,Risk 1 (High),3146 E 133RD ST,60633,2025-04-10,Canvass,Pass,41.65378868832864,-87.5464896320053
2615532,LIA,Food Service,Risk 1 (High),11 W ILLINOIS ST,60654,2025-04-10,License,Pass,41.8907467911109,-87.62851094403574
2615530,LA MICHOACANA ICE CREAM SHOP 4,Food Service,Risk 1 (High),4614 W DIVERSEY AVE,60639,2025-04-10,Canvass Re-Inspection,Pass,41.93169646610892,-87.74254645501154
2615525,"COMMUNITY FIRST HEALTHCARE OF ILLINOIS, INC.",Institutional Businesses,Risk 1 (High),5645 W ADDISON ST,60634,2025-04-10,Canvass,Fail,41.94574757468233,-87.7685382793401
2615548,PHODEGA,Food Service,Risk 1 (High),1924 W DIVISION ST,60622,2025-04-10,Canvass,Pass w/ Conditions,41.90332444964588,-87.67582545503593
2615551,PRESS CAFE,Food Service,Risk 1 (High),1427 E 60TH ST,60637,2025-04-10,Canvass,Pass,41.78599540939683,-87.59039689335319
2615577,JIMMY JOHNS,Food Service,Risk 1 (High),1519 E 55TH ST,60615,2025-04-10,Canvass,Pass,41.795082532364255,-87.58831293902966
2615517,MAPLEWOOD BREWING COMPANY,Retail,Risk 3 (Low),2717-2719 N MAPLEWOOD AVE,60647,2025-04-10,License,Pass,41.93095692249829,-87.69137628601092
2615580,FLO,Food Service,Risk 1 (High),1434 W CHICAGO AVE,60642,2025-04-10,Canvass,Pass w/ Conditions,41.89623731823958,-87.66380671932018
2615558,BARRACO'S PIZZA AND THE VINEYARD BANQUETS,Food Service,Risk 1 (High),2105-2121 W 95TH ST,60643,2025-04-10,Canvass,Pass,41.72093007202349,-87.67509659799771
2615539,Q SAZON MEXICAN RESTAURANT,Food Service,Risk 1 (High),8451 S PULASKI RD,60652,2025-04-10,Canvass,Pass,41.73880044687521,-87.72142255898846
2615520,GREEN LINE FOOD MART,Retail,Risk 1 (High),7701 S RACINE AVE,60620,2025-04-10,Canvass,Fail,41.75404790407191,-87.65368521772726
2615500,THY ENTERTAINMENT LLC,Food Service,Risk 1 (High),1356 W LAKE ST,60607,2025-04-10,License,Pass,41.88555076582964,-87.66100243012404
2615579,MR V'S CARRYOUT,Food Service,Risk 1 (High),5285 N ELSTON AVE,60630,2025-04-10,Canvass,Pass,41.97713934140232,-87.7545880091366
2615534,Morton Career Academy,Child or Student Facilities,Risk 1 (High),431 N Troy (3132W),60612,2025-04-10,Canvass,Fail,41.8892866576457,-87.70498849654948
2615568,EAST SIDE CHILD DEVELOPMENT,Child or Student Facilities,Risk 1 (High),13338-40 S BRANDON AVE,60633,2025-04-10,License,Pass,41.652511409051534,-87.54606578976836
2615493,Bloop Bloop,Food Service,Risk 2 (Medium),2205 W MONTROSE AVE,60618,2025-04-10,License,Pass,41.96127155456048,-87.68405491509883
2615518,"CASABLANCA SUPERMARKET, LTD",Food Service,Risk 1 (High),5441 N EAST RIVER RD,60656,2025-04-10,License Re-Inspection,Pass w/ Conditions,41.9783071460862,-87.84631557802447
2615536,LIA,Food Service,Risk 1 (High),11 W ILLINOIS ST,60654,2025-04-10,License,Pass,41.8907467911109,-87.62851094403574
2615491,BURGER PAPI,Food Service,Risk 1 (High),5728 S ARCHER AVE,60638,2025-04-10,License,Pass,41.79689999850765,-87.75543001827512
2615540,EL PROGRESSO,Retail,Risk 1 (High),3937 W 31ST ST,60623,2025-04-10,Complaint,Fail,41.83678848302045,-87.7233568547893
2615524,THY ENTERTAINMENT LLC,Food Service,Risk 1 (High),1356 W LAKE ST,60607,2025-04-10,License,Pass,41.88555076582964,-87.66100243012404
2615512,THE HURLEY TAP,Food Service,Risk 1 (High),1645 W CORTLAND ST,60622,2025-04-10,Canvass,Pass,41.91597456632108,-87.66962157196225
2615521,ORGANICLIFE,Child or Student Facilities,Risk 1 (High),9535 S LOOMIS ST,60643,2025-04-10,Canvass,Pass,41.72025066493471,-87.65752453407546
2615514,WOODLAWN DINING COMMONS,Child or Student Facilities,Risk 1 (High),1156 E 61ST ST,60637,2025-04-10,Canvass,Pass,41.78426556872143,-87.59731481344899
2615495,ORGANICLIFE,Child or Student Facilities,Risk 1 (High),1309 W 95TH ST,60643,2025-04-10,Canvass,Pass,41.72119387586951,-87.65577682324725
2615535,DOMINO'S,Food Service,Risk 2 (Medium),3918-3920 N CICERO AVE,60641,2025-04-10,Complaint,Pass,41.95213643037515,-87.74742887301954
2615552,HIMALAYAN SHERPA KITCHEN,Food Service,Risk 1 (High),518 W HARRISON ST,60607,2025-04-10,Canvass,Pass,41.87450605062665,-87.64038050243174
2615510,TACO BELL,Food Service,Risk 1 (High),255 W GARFIELD BLVD,60621,2025-04-10,Canvass,Pass w/ Conditions,41.7940538545927,-87.63276036126142
2615499,BURGER PAPI,Food Service,Risk 3 (Low),5728 S ARCHER AVE,60638,2025-04-10,License,Pass,41.79689999850765,-87.75543001827512
2615538,OUTPOST MEXICAN EATERY,Food Service,Risk 1 (High),520 W HARRISON ST,60607,2025-04-10,Canvass,Out of Business,41.87450499984404,-87.64046641424397
2616032,"IDEAL BAKERY ENTERPRISES, INC",Food Service,Risk 1 (High),4763-4765 N MILWAUKEE AVE,60630,2025-04-10,Canvass,Out of Business,41.9672111847792,-87.76000005299633
2615516,ANDY'S DELI & BAKERY,Food Service,Risk 1 (High),5454 N MILWAUKEE AVE,60630,2025-04-10,Canvass,Pass w/ Conditions,41.98060128548532,-87.77241939396974
2615557,CASPIAN KABAB CUISINE,Food Service,Risk 1 (High),1413 N ASHLAND AVE,60622,2025-04-10,Canvass Re-Inspection,Pass,41.907442564575305,-87.66745466177603
2615511,MAPLEWOOD BREWING COMPANY,Retail,Risk 3 (Low),2717-2719 N MAPLEWOOD AVE,60647,2025-04-10,License,Pass,41.93095692249829,-87.69137628601092
2615519,"SMARTY PANTS EARLY LEARNING CENTER, INC.",Child or Student Facilities,Risk 1 (High),710 E 47TH ST,60653,2025-04-10,Canvass,Pass,41.809615926101415,-87.60848473644803
2615545,SNAIL THAI CUISINE,Food Service,Risk 1 (High),1649 E 55TH ST,60615,2025-04-10,Canvass,Pass,41.79510794419416,-87.58467767057986
2615564,TACO PROS,Food Service,Risk 1 (High),7959 S CICERO AVE,60652,2025-04-10,Canvass,Pass,41.74791797803614,-87.74115707075492
2615578,MAC'S AMERICAN FOOD,Food Service,Risk 1 (High),1801 W DIVISION ST,60622,2025-04-10,Canvass Re-Inspection,Pass,41.90315615397302,-87.67242231949352
2615554,HANDS ON THAI & SUSHI,Food Service,Risk 1 (High),5056 W Irving Park RD,60641,2025-04-10,Canvass,Fail,41.95344087020122,-87.75455318593346
2615504,LAKESIDE MAATI MARKET,Retail,Risk 3 (Low),4725 N SHERIDAN RD,60640,2025-04-10,License,Pass w/ Conditions,41.96807541678568,-87.65466235421313
2615543,PRET A MANGER @UCHICAGO,Food Service,Risk 1 (High),5706 S UNIVERSITY AVE,60637,2025-04-10,Canvass,Pass,41.79116632879206,-87.59821550796998
2615570,MO' WINGS PASTA  AND GRILL,Food Service,Risk 1 (High),7959 S ASHLAND AVE,60620,2025-04-10,Canvass,Fail,41.74862470541784,-87.66325181074512
2615490,"KIDDIELAND EDUCATIONAL CENTER OF EXCELLENCE II, IN",Child or Student Facilities,Risk 1 (High),5142 W BELMONT AVE,60641,2025-04-10,Canvass,Pass,41.93881798979295,-87.75596306385245
2615542,UNIVERSITY OF CHICAGO,Food Service,Risk 1 (High),5700 S UNIVERSITY AVE,60637,2025-04-10,Canvass,Pass,41.79133584047486,-87.5982201796226
2615549,CHCAGO FRENCH PRESS @ UCHICAGO,Food Service,Risk 1 (High),970 E 58TH ST,60637,2025-04-10,Canvass,Pass,41.78968353113749,-87.6013989776005
2615533,JERAN DAY SCHOOL + LEARNING CENTER,Child or Student Facilities,Risk 1 (High),5610-5612 N MILWAUKEE AVE,60646,2025-04-10,License,Pass,41.98325077052451,-87.77483399073128
2615531,Clay,Child or Student Facilities,Risk 1 (High),13231 S Burley (3234E),60633,2025-04-10,Canvass,Fail,41.65455936836232,-87.54457700292264
2615573,TTS TACOS & TEQUILAS,Food Service,Risk 1 (High),1438 W CHICAGO AVE,60642,2025-04-10,Canvass Re-Inspection,Pass,41.89623435694756,-87.66401078882515
2615498,BURGER PAPI,Food Service,Risk 3 (Low),5728 S ARCHER AVE,60638,2025-04-10,License,Pass,41.79689999850765,-87.75543001827512
2615479,LEXINGTON BETTY SMOKEHOUSE,Food Service,Risk 1 (High),756 E 111TH ST,60628,2025-04-09,Canvass Re-Inspection,Pass,41.69297593328423,-87.60266451724692
2615437,BRIGHT HORIZONS AT ILLINOIS MEDICAL DISTRICT,Child or Student Facilities,Risk 1 (High),1851 W HARRISON ST,60612,2025-04-09,Canvass,Pass,41.87397776390627,-87.67363335280653
2615443,CARMEN NAVA,Mobile,Risk 3 (Low),3654 W 16TH ST,60623,2025-04-09,License,Pass,41.859058484303326,-87.71741663182038
2615394,ST. PASCAL,Child or Student Facilities,Risk 1 (High),6143 W IRVING PARK RD,60634,2025-04-09,Canvass,Pass,41.95288058655741,-87.78097043925472
2615398,BIRRIERIA DON LUIS,Food Service,Risk 1 (High),3544 E 106TH ST,60617,2025-04-09,Canvass,Out of Business,41.70285190603626,-87.537139292445
2615444,PHO NO.1 BREWING CO.VIETNAMESE NOODLE & CRAFT BEER,Food Service,Risk 1 (High),7958 W BELMONT AVE,60634,2025-04-09,Canvass,Pass,41.937859427847215,-87.82625503087803
2615476,JUST TURKEY,Food Service,Risk 1 (High),4353 S COTTAGE GROVE AVE,60653,2025-04-09,License,Pass,41.81525376681689,-87.60653032909327
2615435,DUNKIN DONUTS,Food Service,Risk 2 (Medium),4649 S CICERO AVE,60632,2025-04-09,Complaint,Pass,41.80799862039474,-87.74301215645471
2615463,KRISPY KRUNCHY CHICKEN,Food Service,Risk 1 (High),1840 W PETERSON AVE,60660,2025-04-09,Complaint Re-Inspection,Fail,41.99083406875133,-87.67677172960916
2615401,LA PETITE PASTRY INC,Food Service,Risk 2 (Medium),5610 W 63RD ST,60638,2025-04-09,Canvass,Out of Business,41.77815325152719,-87.7622072724261
2615387,PETE'S MARKET #3,Retail,Risk 1 (High),4343 S PULASKI RD,60632,2025-04-09,Complaint Re-Inspection,Pass,41.81391431134689,-87.7236649419466
2615470,JR'S JAMAICAN TROPICAL CAFE,Food Service,Risk 1 (High),8010 S ASHLAND AVE,60620,2025-04-09,Canvass Re-Inspection,Fail,41.74815353932014,-87.6635265480155
2615426,TACO BELL CANTINA,Food Service,Risk 1 (High),1439 N MILWAUKEE AVE,60622,2025-04-09,Canvass,Pass,41.90814745715818,-87.67375422497237
2615395,LA MICHOACANA ICE CREAM SHOP,Food Service,Risk 1 (High),3591-3597 N MILWAUKEE AVE,60641,2025-04-09,Canvass,Fail,41.94614005344282,-87.73518301995274
2615405,POPEYE'S CHICKEN & BISCUITS,Food Service,Risk 1 (High),3352 W LAWRENCE AVE,60625,2025-04-09,Canvass Re-Inspection,Pass,41.96851294147588,-87.71305126719813
2615485,TURKISH DONER,Food Service,Risk 1 (High),1007 W ARGYLE ST,60640,2025-04-09,License,Not Ready,41.97319805257552,-87.65524806242914
2615418,"HACHI SUSHI, LLC",Food Service,Risk 1 (High),2526 W CERMAK RD,60608,2025-04-09,Canvass,Pass,41.85210065324028,-87.68905111060724
2615424,ASPERION CARE INTERNATIONAL,Elders Facilities,Risk 1 (High),4815 S WESTERN BLVD,60609,2025-04-09,Canvass Re-Inspection,Pass,41.80607834471658,-87.68365001390913
2615462,"TASTY SPOT FOOD & GRILL ON 67, INC.",Retail,Risk 1 (High),1508 E 67TH ST,60637,2025-04-09,Canvass Re-Inspection,Pass,41.77342281569598,-87.58833686934243
2615445,STAX CAFE,Food Service,Risk 1 (High),1401 W TAYLOR ST,60607,2025-04-09,Canvass,Fail,41.86922878759179,-87.66170014621903
2615487,THIMI'S EMPANADAS,Food Service,Risk 1 (High),1247 S WESTERN AVE,60608,2025-04-09,Canvass,Pass w/ Conditions,41.86501289197198,-87.68584882640553
2615486,BUTTERFLY,Food Service,Risk 1 (High),1139-1143 W GRAND AVE,60642,2025-04-09,Canvass,Pass,41.890984177867686,-87.65612123223337
2615442,AMICI,Food Service,Risk 1 (High),3933 N BROADWAY,60613,2025-04-09,Canvass Re-Inspection,Pass,41.95377882546025,-87.64985955666889
2615450,TTS TACOS & TORTAS,Food Service,Risk 1 (High),4507 W LAWRENCE AVE,60630,2025-04-09,Canvass,Pass,41.96798330540541,-87.74177611404262
2615430,M.W. PRINCE HALL GRAND LODGE,Food Service,Risk 1 (High),809 E 42ND PL,60653,2025-04-09,Canvass,Pass w/ Conditions,41.81784170356951,-87.60630226085362
2615414,JESSCAFE,Food Service,Risk 1 (High),5819 W BELMONT AVE,60634,2025-04-09,Canvass Re-Inspection,Pass,41.93839141038951,-87.77211894533082
2615431,PEQUOD'S PIZZA,Food Service,Risk 1 (High),2207 N CLYBOURN AVE,60614,2025-04-09,Complaint,Pass,41.92185083829164,-87.66451630736967
2615391,POMPEI BAKERY,Food Service,Risk 1 (High),1531 W TAYLOR ST,60607,2025-04-09,Complaint,Pass,41.86917024255043,-87.66538446635471
2615400,J. SPICE LLC,Food Service,Risk 1 (High),1811-1835 W HARRISON ST,60612,2025-04-09,License,Pass w/ Conditions,41.87400327428677,-87.6720101808251
2615472,THE PERCH KITCHEN & TAP,Food Service,Risk 1 (High),1932 W DIVISION ST,60622,2025-04-09,Canvass,Fail,41.90331825923544,-87.67618207856104
2615410,ST. EDWARD SCHOOL,Child or Student Facilities,Risk 1 (High),4343 W SUNNYSIDE,60630,2025-04-09,Canvass,Pass w/ Conditions,41.96255184346853,-87.73737268984897
2615417,PETE'S FRESH SUPERMARKET,Retail,Risk 1 (High),2526 W CERMAK RD,60608,2025-04-09,Complaint,Pass,41.85210065324028,-87.68905111060724
2615446,CALUMET FISHERIES INC,Food Service,Risk 1 (High),3259 E 95TH ST,60617,2025-04-09,Canvass,Pass w/ Conditions,41.72273269460603,-87.5445308299031
2615419,ART IN MOTION SCHOOL,Child or Student Facilities,Risk 2 (Medium),7415 S EAST END AVE,60649,2025-04-09,Canvass Re-Inspection,Fail,41.76016159438004,-87.58337498057953
2615407,AMERICAN ACCORD FOOD CORP,Food Service,Risk 1 (High),10543-45 S EWING AVE,60617,2025-04-09,Canvass,Pass,41.70328015056708,-87.53513857996452
2615420,POPEYE'S #832,Food Service,Risk 1 (High),6340 N BROADWAY,60660,2025-04-09,Complaint,Fail,41.99759055792071,-87.66063912272912
2615466,LA ESQUINA DEL TACO,Food Service,Risk 1 (High),3259 W 63RD ST,60629,2025-04-09,Canvass,Pass,41.77882757627881,-87.70543426650146
2615397,DOZZY'S GRILL,Food Service,Risk 1 (High),1811-1835 W HARRISON ST,60612,2025-04-09,Canvass,Out of Business,41.87400327428677,-87.6720101808251
2615423,McKay,Child or Student Facilities,Risk 1 (High),6901 S Fairfield (2732W),60629,2025-04-09,Canvass,Pass,41.76810662407005,-87.6917494356383
2615458,POPEYE'S,Food Service,Risk 1 (High),616 E 103RD ST,60628,2025-04-09,Complaint,Pass,41.70750956551268,-87.60818281887107
2615403,QUE BUENO 312,Food Service,Risk 1 (High),5059 W DIVERSEY AVE,60639,2025-04-09,Canvass Re-Inspection,Pass,41.93132564997413,-87.7538350532785
2615459,AFRO TASTE CUISINE LLC,Food Service,Risk 1 (High),1010 W ARGYLE ST,60640,2025-04-09,Complaint,Pass,41.973415011961535,-87.65542230934777
2615408,JEWEL FOOD STORE #3114,Retail,Risk 1 (High),3128 W 103RD ST,60655,2025-04-09,Canvass Re-Inspection,Pass,41.70631284461492,-87.6997671192086
2615413,LA CONCHA BAKERY,Food Service,Risk 2 (Medium),5610 W 63RD ST,60638,2025-04-09,License,Pass,41.77815325152719,-87.7622072724261
2615427,CHURCH'S CHICKEN # 982,Food Service,Risk 2 (Medium),58 W 79TH ST,60620,2025-04-09,Complaint,Fail,41.75102250298947,-87.62698029363656
2615390,"FIESTA BURGER HEAVEN, INC.",Food Service,Risk 1 (High),7832 S ASHLAND AVE,60620,2025-04-09,Canvass Re-Inspection,Pass,41.75117948402018,-87.66360548792919
2615475,VEGAN NOW 2GO,Food Service,Risk 1 (High),1536 E 75TH ST,60619,2025-04-09,Canvass,Pass,41.75886630279393,-87.5870115107016
2615483,FIRE HOUSE GRILL,Food Service,Risk 1 (High),5646 W ROOSEVELT RD,60644,2025-04-09,Canvass,Out of Business,41.86567931830496,-87.76625759772442
2615392,SUBWAY SANDWICH,Food Service,Risk 1 (High),7908 S HALSTED ST,60620,2025-04-09,Canvass Re-Inspection,Pass,41.75032238740821,-87.64418240605828
2615440,URU-SWATI,Food Service,Risk 1 (High),2629 W DEVON AVE,60659,2025-04-09,Canvass Re-Inspection,Pass,41.99751643797393,-87.69592211008248
2615460,CHIPOTLE MEXICAN GRILL #3651,Food Service,Risk 1 (High),5533 S HARLEM AVE,60638,2025-04-09,Canvass,Pass,41.790889200425,-87.80133630631802
2615411,"BABAS FAMOUS STEAK AND LEMONADE ON LARAMIE, INC",Food Service,Risk 1 (High),345 N CENTRAL AVE,60644,2025-04-09,License,Fail,41.88708768190208,-87.76495725072779
2615438,LEMONS ENTERPRISES INC.,Food Service,Risk 1 (High),311 E 75TH ST,60619,2025-04-09,Canvass,Pass,41.7582508065721,-87.61779767256007
2615432,SHINING STAR CHILD DEVELOPMENT,Child or Student Facilities,Risk 1 (High),10540-44 S EWING AVE,60617,2025-04-09,Canvass,Pass,41.703336347386745,-87.5354317383637
2615481,RAJ DARBAR,Food Service,Risk 1 (High),2660 N HALSTED ST,60614,2025-04-09,Complaint Re-Inspection,Pass,41.930751911450216,-87.64909233354552
