inspection_id,dba_name,aka_name,license_,facility_type,risk,address,city,state,zip,inspection_date,inspection_type,results,violations,latitude,longitude,location
2615273,TAQUERIA LOS MOLCAJETES,TAQUERIA LOS MOLCAJETES,2971531,Restaurant,Risk 1 (High),1729 N CICERO AVE,CHICAGO,IL,60639,2025-04-07T00:00:00.000,Canvass,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO VERIFIABLE EMPLOYEE HEALTH POLICY ON SITE AT TIME OF INSPECTION. LEFT TEMPLATE AND INSTRUCTED TO MAINTAIN COPIES OF VERIFIABLE HEALTH POLICY SIGNED BY ALL EMPLOYEES ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-010. CITATION ISSUED.  | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: FOUND METAL STEM THERMOMETER FOR TAKING FOOD TEMPERATURES INOPERABLE. INSTRUCTED MANAGER TO PROVIDE A WORKING THERMOMETER AT ALL TIMES. MANAGER WENT TO PURCHASE ONE DURING TYPING OF REPORT. PRIORITY FOUNDATION VIOLATION. 7-38-005. CITATION ISSUED | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED ITEMS OUT OF THE ORIGINAL CONTAINERS WITHOUT LABELS CONTAINING THE PRODUCT NAME. INSTRUCTED TO LABEL ALL FOODS AND SPICES WITH COMMON NAME THAT ARE OUT OF THE ORIGINAL CONTAINERS.  | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD ITEMS STORED ON FLOOR IN BASEMENT STORAGE AREA. INSTRUCTED MANAGER TO ELEVATE ALL FOOD SIX INCHES OFF FLOOR.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED ASSORTED FOOD ITEMS INSIDE FREEZER AND REFRIGERATION UNITS WITH FOOD STORED INSIDE PLASTIC GROCERY BAGS. INSTRUCTED TO PROPERLY STORE ALL FOOD ITEMS INSIDE APPROVED FOOD GRADE CONTAINERS  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED TORN/DAMAGED RUBBER GASKET ON DOOR OF THE COOLER IN THE FRONT PREP AREA. INSTRUCTED TO REPAIR OR REPLACE GASKET. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED ACCUMULATED GREASE AND FOOD DEBRIS ON INTERIOR AND EXTERIOR SURFACES OF COOKING EQUIPMENT, PREP TABLES, COOLERS, FREEZERS, SHELVING UNITS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DEBRIS ON FLOORS ALONG WALLS AND CORNERS IN UTILITY AND STORAGE AREAS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.  | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO ALLERGEN TRAINING ON SITE AT TIME OF INSPECTION. INSTRUCTED ALL EMPLOYEES HOLDING CITY OF CHICAGO FOODSERVICE MANAGER CERTIFICATES MUST COMPLETE ALLERGEN TRAINING AND MAINTAIN RECORDS THEREOF ON SITE AT ALL TIMES. Observation Type	 IN N/A OUT",41.91233128070664,-87.74579209447246,"
,  
(41.91233128070664, -87.74579209447246)"
2615233,BIRRIERIA OCOTLAN,BIRRIERIA OCOTLAN,2863460,Restaurant,Risk 1 (High),8726 S COMMERCIAL AVE,CHICAGO,IL,60617,2025-04-07T00:00:00.000,Canvass Re-Inspection,Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments:  OBSERVED BULK CONTAINERS NOT LABELED ALONG STAIRWAY LEADING TO BASEMENT. INSTRUCTED MANAGER TO PROPERLY LABEL ALL BULK CONTAINERS WITH COMMON NAME OF FOOD. | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: OBSERVED STYROFOAM CUP USED FOR DISPENSING SALSA. INSTRUCTED MANAGER TO PROVIDE LONG HANDLE DISPENSING UTENSILS TO PREVENT CONTAMINATION. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  OBSERVED PLASTIC GROCERY BAGS USED FOR STORING FOOD ITEMS IN FIRST FLOOR COOLERS AND BASEMENT FREEZERS. INSTRUCTED MANAGER TO PROVIDE PROPER FOOD STORAGE BAGS OR CONTAINERS. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments:  OBSERVED FOOD SPILLS AND DEBRIS ON INTERIOR SURFACES OF BASMENT CHEST FREEZERS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED VENTILATION FAN NOT OPERABLE IN BASEMENT WASHROOM. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN.",41.73655088235199,-87.55155814958718,"
,  
(41.73655088235199, -87.55155814958718)"
2615287,HEALTH & WELLNESS LIFESTYLE VENTURES,HEALTH & WELLNESS LIFESTYLE VENTURES,3020699,,Risk 2 (Medium),2497 N MILWAUKEE AVE,CHICAGO,IL,60647,2025-04-07T00:00:00.000,License,Not Ready,,41.92680174689217,-87.70347088400096,"
,  
(41.92680174689217, -87.70347088400096)"
2615237,DICOLA SEAFOOD,DICOLA SEAFOOD,15153,Restaurant,Risk 1 (High),10754 S WESTERN AVE,CHICAGO,IL,60643,2025-04-07T00:00:00.000,Canvass,Pass,"35. APPROVED THAWING METHODS USED - Comments: ALL FROZEN ITEMS MUST BE THAWED UNDER COLD RUNNING WATER OR UNDER REFRIGERATION. INSTRUCTE MANAGER TO CORRECT AND MAINTAIN.  | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: ALL WIPING CLOTHS MUST BE STORED IN CLEAN SANITIZING SOLUTION AT ALL TIMES INSTRUCTED TO CORRECT AND MAINTAIN.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: LARGE CAN OPENERS IN NEED OF CLEANING TO REMOVE ALL BUILD UP. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: ALL PREP TABLE LEGS AND SHELVES IN NEED OF DETAIL CLEANING TO REMOVE ALL FOOD SPILLS AND BUILD UP. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOOR DRAINS UNDER PREP SINKS IN NEED OF DETAIL CLEANING TO REMOVE ALL BUILD UP SOAP WASTE. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS THROUGHOUT REAR PREP AREA AND PREP WALK IN COOLER IN NEED OF DETAIL CLEANING TO REMOVE ALL BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: VENTS IN NEED OF CLEANING TO REMOVE ALL GREASE DRIPS. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN.",41.69741799031214,-87.68147946888334,"
,  
(41.69741799031214, -87.68147946888334)"
2615269,"CALABRIA IMPORTS, INC.","CALABRIA IMPORTS, INC.",1357606,Restaurant,Risk 1 (High),1905 W 103RD ST,CHICAGO,IL,60643,2025-04-07T00:00:00.000,Canvass,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED CARDBOARD ON SHELVES.  INSTRUCTED TO REMOVE/REPLACE. KEEP AREA CLEAN FREE FROM BUILD UP.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: SIDES OF COOKING EQUIPMENT IN NEED OF CLEANING TO REMOVE ALL GREASE AND FOOD SPLATTER. INSTRUCTED TO CLEAN AND MAINTAIN  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS IN REAR AREA IN NEED OF CLEANING TO REMOVE ALL FOOD SPILLS AND BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: HOOD VENT HAS AREAS WHERE GREASE IS DRIPPING. INSTRUCTED TO CLEAN AND MAINTAIN",41.70647332453693,-87.66935498846195,"
,  
(41.70647332453693, -87.66935498846195)"
2615263,POPEYES LOUISIANA KITCHEN,POPEYES CHICKEN,2256369,Restaurant,Risk 1 (High),1251 S HALSTED ST,CHICAGO,IL,60607,2025-04-07T00:00:00.000,Canvass,Pass,"45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE ARTICLES STORED ON FLOOR IN HALLWAY NEAR REAR EXIT DOOR. INSTRUCTED MANAGER TO INVERT AND ELEVATE ALL SINGLE SERVICE ARTICLES OFF FLOOR.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SUGAR SPILLAGE IN CABINETS UNDER SODA DISPENSING AREA.  INSTRUCTED TO CLEAN AND MAINTAIN.",41.86566497887133,-87.64672597711957,"
,  
(41.86566497887133, -87.64672597711957)"
2615257,TACO BELL #2513,TACO BELL #2513,64050,Restaurant,Risk 1 (High),6944 W ARCHER AVE,CHICAGO,IL,60638,2025-04-07T00:00:00.000,Canvass,Fail,49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED BUILD UP OF SPILLAGE INSIDE OF CABINET WHERE SODA MACHINE IS LOCATED IN LOBBY. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: OBSERVED PREVIOUS CORE VIOLATION FROM REPORT #2589968 DATED 2/23/24 NOT CORRECTED; #55-OBSERVED CRACKED TILES ON THE FLOOR IN THE WALK-IN COOLER. INSTRUCTED TO REPAIR AND MAINTAIN. INSTRUCTED PERSON IN CHARGE TO BRING VIOLATION INTO COMPLIANCE AND MAINTAIN. PRIORITY FOUNDATION #7-42-090. CITATION ISSUED.,41.79218559796885,-87.79580846844716,"
,  
(41.79218559796885, -87.79580846844716)"
2615206,Vanderpoel Magnet,Vanderpoel Magnet,29311,School,Risk 1 (High),9510 S Prospect (1700W),CHICAGO,IL,60643,2025-04-07T00:00:00.000,Canvass,Fail,"54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OUTSIDE RECEPTICLES IN NEED OF REPLACING. WORN, UNABLE TO BE CLOSED IN A TIGHT-FITTING MANOR. OBSERVED CANS AT THIS TIME OPEN WITH GARBAGE OUT. INSTRUCTED TO CORRECT AND HAVE TIGHT FITTING TOPS AND CLOSED AT ALL TIMES.  PRIORITY FOUNDATION 7-38-020(B) NO CITATION ISSUED",41.720781521886025,-87.66558525674999,"
,  
(41.720781521886025, -87.66558525674999)"
2615215,REEMY'S FOOD MARKET & TOBACCO,REEMY'S FOOD MARKET & TOBACCO,2891438,Grocery Store,Risk 1 (High),1548 W MARQUETTE RD,CHICAGO,IL,60636,2025-04-07T00:00:00.000,Canvass Re-Inspection,Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-302.12 : MUST LABEL FOOD STORAGE CONTAINERS WHEN FOOD IS NOT IN ORIGINAL PACKAGE (SQUEEZE BOTTLES & SHAKERS) | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-602.11(A; B:1-4,6,7; C; D) : MUST LABEL REPACKAGED CANDIES,CUT FRUIT AND PALLETES FOR SALE IN COLD HOLDING UNITS WITH PROPER INFORMATION GIVEN. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments:  6-202.15 : OBSERVED A GAP ALONG BOTTOM OF FRONT DOOR AND A DAMAGED REAR DOOR SWEEP MUST REPAIR OR REPLACE TO BE TIGHT FITTING | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  4-101.19 : MUST ELIMINATE CRATES USED TO PROP UP PREP TABLE MUST PROVIDE ADEQUATE SHELVING UNITS FOR STORAGE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-204.12 : OBSERVED NO BACKFLOW DEVICE TO BE SEEN FOR SERVICING ON ICE MACHINE MUST PROVIDE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.13 : MUST REPAIR OR REPLACE MISSING & STAINED CEILING TILES,LOOSE AND DAMAGED WALL BASES ON SALES FLOOR & REAR STORAGE AREA,DAMAGED & MISSING FLOOR TILES IN PREP AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  6-501.13 : MUST CLEAN DEBRIS & DUST BUILD UP FROM FLOOR UNDER,AROUND AND ALONG WALL BASES IN PREP ,DISH ,WALK IN COOLER AND SALES FLOOR AREAS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  6-501.114 : MUST ELEVATE,REMOVE AND ORGANIZE ARTICLES OFF OF FLOOR IN REAR STORAGE AREA FROM SHELVING UNITS  | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13 : OBSERVED NO FOOD HANDLERS TRAINING FOR EMPLOYEE MUST PROVIDE AND MAINTAIN.",41.7723096322429,-87.66354032424076,"
,  
(41.7723096322429, -87.66354032424076)"
2615231,THE LAWN BREAKFAST BAR,THE LAWN BREAKFAST BAR,2983314,Restaurant,Risk 1 (High),6652 S LANGLEY AVE,CHICAGO,IL,60637,2025-04-07T00:00:00.000,Canvass,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO CLEAN THE POTATO DICER ON THE WALL IN REAR PREP AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED A SMALL AMOUNT OF GREASE ON THE FLOOR UNDER THE FRYER; INSTRUCTED TO CLEAN.",41.77335694617281,-87.60837592192954,"
,  
(41.77335694617281, -87.60837592192954)"
2615235,YALE APARTMENT,VIVIAN CARTER APARTMENT,1981471,Golden Diner,Risk 1 (High),6401 S YALE,CHICAGO,IL,60621,2025-04-07T00:00:00.000,Canvass,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NO HAND WASHING SIGNAGE AT THE HAND WASHING SINKS IN THE PREP AND TOILET ROOMS. INSTRUCTED TO PROVIDE HAND WASHING SIGNAGE TO ALL HAND WASHING SINKS. MAINTAIN SAME. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: NO THERMOMETER FOR THE REFRIGERATOR. INSTRUCTED TO PROVIDE AN INTERNAL THERMOMETER AND MAINTAIN. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: DOOR NOT RODENT/INSECT PROOFED IN THE DINING AREA. 1/2"" GAP NOTED AT THE BOTTOM OF DOOR. INSTRUCTED TO RODENT/INSECT PROOF DOOR AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: TRASH RECEPTACLE IN THE LADIES TOILET ROOM USED BY THE KITCHEN STAFF/GUESTS HAS NO LID ON IT. INSTRUCTED TO PROVIDE A TRASH RECEPTACLE WITH A LID AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS IN THE DRY STORAGE ROOM WITH DIRT. INSTRUCTED TO CLEAN AND MAINTAIN FLOORS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: WATER STAINED CEILING TILES IN THE DINING AREA. INSTRUCTED TO REPLACE AND MAINTAIN.",41.77806052381353,-87.63164178930201,"
,  
(41.77806052381353, -87.63164178930201)"
2615227,HLCDC DEVELOPMENT #2,HLCDC DEVELOPMENT #2,2215619,Children's Services Facility,Risk 1 (High),4650 W MADISON ST,CHICAGO,IL,60644,2025-04-07T00:00:00.000,Canvass Re-Inspection,Pass,36. THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B)OBSERVED MISSING THERMOMETERS INSIDE COOLING UNITS IN CLASSROOM AS WELL AS PREP AREA. INSTRUCTED TO PROVIDE.,41.88064378804554,-87.7421719266432,"
,  
(41.88064378804554, -87.7421719266432)"
2615209,LA MICHOACANA PRIME,LA MICHOACANA PRIME,2609684,Restaurant,Risk 1 (High),5701 W FULLERTON AVE,CHICAGO,IL,60639,2025-04-07T00:00:00.000,Non-Inspection,No Entry,,41.92383167138669,-87.76847884366713,"
,  
(41.92383167138669, -87.76847884366713)"
2615234,TIO LUIS TACOS AND CAFE,TIO LUIS TACOS AND CAFE,2535333,Restaurant,Risk 1 (High),3856 S ARCHER AVE,CHICAGO,IL,60632,2025-04-07T00:00:00.000,Canvass Re-Inspection,Pass,36. THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B)	 OBSERVED NO THERMOMETER IN OUTDOOR COLD STORAGE INSIDE OF UPRIGHT FREEZER UNIT. INSTRUCTED PERSON IN CHARGE TO PROVIDE AND MAINTAIN | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-205.15	  OBSERVED LEAK AT THREE COMPARTMENT SINK IN BASEMENT NEAR DRAIN. INSTRUCTED PERSON IN CHARGE TO REPAIR AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 4-202.18 OBSERVED FILTERS IN UPSTAIRS PREP AREA HOOD SYSTEM TO HAVE GREASE BUILD-UP. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN.,41.82347496793935,-87.68918179383392,"
,  
(41.82347496793935, -87.68918179383392)"
2615254,BREE'S THAI RICE & NOODLE,BREE'S THAI RICE & NOODLE,2113557,Restaurant,Risk 1 (High),5306 S CENTRAL AVE,CHICAGO,IL,60638,2025-04-07T00:00:00.000,Non-Inspection,No Entry,,41.79617424542868,-87.76257752982983,"
,  
(41.79617424542868, -87.76257752982983)"
2615236,"JOLA & HETMAN DELI, LTD.",HETMAN DELI,1620210,Grocery Store,Risk 1 (High),5513 W BELMONT AVE,CHICAGO,IL,60641,2025-04-07T00:00:00.000,Canvass Re-Inspection,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11 OBSERVED AN EXCESSIVE AMOUNT OF ICE BUILDUP ON THE INTERIOR OF ALL REACH IN PREP FREEZERS THROUGHOUT PREMISES. MUST REMOVE EXCESS ICE, DETAIL CLEAN, AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-205.15 OBSERVED EXPOSED HANDWASHING SINK SLOWLY IN REAR PREP ARE TO BE SLOW DRAINING. INSTRUCTED TO CORRECT ISSUE AND MAINTAIN AT ALL TIMES. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO COVERED RECEPTACLE FOR PROPER DISPOSAL OF SANITARY NAPKINS IN ALL-GENDER WASHROOM. INSTRUCTED TO PROVIDE COVERED WASTE RECEPTACLE. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13 OBSERVED EXPIRED FOOD HANDLER CERTIFICATES FOR ALL FOOD HANDLING EMPLOYEES. INSTRUCTED TO UPDATE AND MAINTAIN RECORDS AT ALL TIMES.",41.93848955137405,-87.76457722521602,"
,  
(41.93848955137405, -87.76457722521602)"
2615226,Sherman,Sherman,25341,School,Risk 1 (High),1000 W 52nd St (5200S),CHICAGO,IL,60609,2025-04-07T00:00:00.000,Canvass,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED HANDWASHING SINK AT THE ANNEX BUILDING SERVING LINE AREA MISSING SIGNAGE NOTIFYING FOOD EMPLOYEES TO WASH HANDS. INSTRUCTED TO PROVIDE ADEQUATE SIGNAGE TO ALL HANDWASHING SINKS AND MAINTAIN AT ALL TIMES. | 35. APPROVED THAWING METHODS USED - Comments: OBSERVED SEVERAL BAGS OF RAW CHICKEN WINGS IN ORIGINAL PACKAGING THAWING IN THE 3-COMPARTMENT SINK RINSE BASIN INADEQUATELY, WATER INSUFFICIENT TO MAKE CONTACT WITH ALL BAGS OF CHICKEN. INSTRUCTED TO THAW TCS FOOD ITEMS USING APPROVED METHODS SUCH AS UNDER REFRIGERATION OR WITH SUFFICIENT WATER VELOCITY TO FLOAT OFF LOOSE PARTICLES IN OVERFLOW AND MAINTAIN.",41.79978771903142,-87.65025482783079,"
,  
(41.79978771903142, -87.65025482783079)"
2615202,ADLER SCHOOLS INC,ADLER SCHOOLS INC,3015269,Children's Services Facility,Risk 1 (High),3880 N MILWAUKEE AVE FL 2,CHICAGO,IL,60641,2025-04-07T00:00:00.000,License,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECEPTACLE FOR PROPER DISPOSAL OF SANITARY NAPKINS IN ALL-GENDER WASHROOMS. INSTRUCTED TO PROVIDE COVERED WASTE RECEPTACLE.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MOP IN A POSITION THAT DOES NOT ALLOW TO DRY PROPERLY AND PREVENT PEST HARBORAGE. MUST STORE MOP AFTER USE IN A MOUNTED POSITION THAT ALLOWS FOR AIR-DRYING WITHOUT SOILING AND PEST HARBORAGING.",41.95132864225996,-87.74414622777135,"
,  
(41.95132864225996, -87.74414622777135)"
2615211,DePriest Elementary,DePriest Elementary,26631,School,Risk 1 (High),139 S Parkside AVE,CHICAGO,IL,60644,2025-04-07T00:00:00.000,Canvass Re-Inspection,Pass,,41.87799914080019,-87.76626149862986,"
,  
(41.87799914080019, -87.76626149862986)"
2615230,MCDONALD'S,MCDONALD'S,2600676,Restaurant,Risk 2 (Medium),23 N WESTERN AVE,Chicago,IL,60612,2025-04-07T00:00:00.000,Complaint,Pass,,41.881914460121365,-87.6863038518981,"
,  
(41.881914460121365, -87.6863038518981)"
2615214,LAO PENG YOU LLC,LAO PENG YOU,2694477,Restaurant,Risk 1 (High),2020 W CHICAGO,CHICAGO,IL,60622,2025-04-07T00:00:00.000,Complaint,Pass,,41.89600469987965,-87.6779378973854,"
,  
(41.896004699879654, -87.6779378973854)"
2615232,ST. ROBERT BELLARMINE,ST. ROBERT BELLARMINE,2102640,School,Risk 1 (High),6036 W EASTWOOD,CHICAGO,IL,60630,2025-04-07T00:00:00.000,Canvass,Pass,,41.96486565617353,-87.77868958463064,"
,  
(41.96486565617353, -87.77868958463064)"
2615201,PETE'S MARKET #3,PETE'S  FRESH MARKET,1336669,Grocery Store,Risk 1 (High),4343 S PULASKI RD,CHICAGO,IL,60632,2025-04-07T00:00:00.000,Complaint,Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED THE FOLLOWING HANDWASHING SINKS WITHOUT ADEQUATE HOT WATER TEMPERATURE OF 100F; SECOND FLOOR MEN'S AND WOMEN'S RESTROOMS, FRESH JUICE COUNTER HANDSINK, REAR HANDSINK LOCATED NEAR HIGH TEMPERATURE DISH MACHINE, HANDSINKS OBSERVED AT RANGE OF 68F-73F. INSTRUCTED PERSON IN CHARGE TO REPAIR ALL HANDSINKS TO MAINTAIN AT PROPER HOT WATER TEMPERATURE OF 100F MINIMUM. PRIORITY VIOLATION #7-38-030(C). CITATION ISSUED. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAK AT BOTTOM PIPE OF SINK IN MEAT PROCESSING ROOM. INSTRUCTED PERSON IN CHARGE TO REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CLUTTER IN CORNERS NEAR CARDBOARD BALER MACHINE, AND NEAR CHEMICAL STORAGE RACK. INSTRUCTED PERSON IN CHARGE TO CLEAN AND ORGANIZE AREAS, REMOVING UNNECESSARY ITEMS AND STORING ALL ITEMS AT LEAST SIX INCHED FROM FLOOR. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: OBSERVED PREVIOUS CORE VIOLATIONS FROM REPORT #2605317 DATED:10/25/24 NOT CORRECTED; #10-OBSERVED NO HANDWASHING SIGN AT HANDSINK IN CHICKEN CUTTING COLD ROOM. INSTRUCTED PERSON IN CHARGE TO PROVIDE AND MAINTAIN. #36-OBSERVED NO THERMOMETER FOR MEASURING AMBIENT AIR TEMPERATURE IN HOT HOLD UNITS WITH GRAB AND GO FOODS AND ROTISSERIE CHICKEN. INSTRUCTED PERSON IN CHARGE TO PROVIDE THERMOMETERS AND MAINTAIN. #37-OBSERVED BULK CONTAINERS NOT LABELED IN HOT KITCHEN AREA. INSTRUCTED PERSON IN CHARGE TO LABEL ALL BULK ITEMS NOT IN ORIGINAL CONTAINER WITH COMMON NAME. #53-OBSERVED NO COVERED RECEPTACLE IN WOMEN'S STAFF RESTROOM AND WOMEN'S CUSTOMER RESTROOM ON FIRST FLOOR. INSTRUCTED PERSON IN CHARGE TO PROVIDE COVERED RECEPTACLE IN WOMEN'S RESTROOMS AND MAINTAIN. #55-OBSERVED BUILD-UP IN FLOOR DRAINS THROUGHOUT PREP WORK AREAS. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN. INSTRUCTED PERSON IN CHARGE TO BRING ALL VIOLATIONS INTO COMPLIANCE. PRIORITY FOUNDATION #7-42-090. CITATION ISSUED.",41.81391431134689,-87.7236649419466,"
,  
(41.81391431134689, -87.7236649419466)"
2615185,ORIGINAL HALSTED MAXWELL STREET POLISH,ORIGINAL HALSTED MAXWELL STREET POLISH,1800256,Restaurant,Risk 1 (High),11656 S HALSTED ST,CHICAGO,IL,60628,2025-04-04T00:00:00.000,Canvass,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD ITEMS STORED ON FLOOR IN PREP AREA, WALK-IN COOLER, AND WALK-IN FREEZER. INSTRUCTED MANAGER TO ELEVATE ALL FOOD ITEMS SIX INCHES OFF FLOOR.  | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE ARTICLES NOT INVERTED IN PREP AREA. INSTRUCTED MANAGER TO INVERT ALL SINGLE SERVICE ARTICLES TO PROTECT FROM CONTMINATION. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKING DRAINPIPE UNDER HAND WASHING SINK IN FRONT PREP AREA. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN.",41.681528364589646,-87.6421794762849,"
,  
(41.681528364589646, -87.6421794762849)"
